	1.2199320663423558E-5
10729	8.698058751433205E-6	9412
1073	1.9768315344166374E-6	413
10730	3.657138338670779E-6	24761
10731	2.8753127996135294E-5	8517
10732	1.9768315344166374E-6	30706
10733	3.657138338670779E-6	7579
10734	7.017751947179063E-6	48612
10735	7.017751947179063E-6	446
10736	5.3374451429249214E-6	446
10737	1.9768315344166374E-6	446
10738	3.657138338670779E-6	135
10739	1.9768315344166374E-6	446
1074	1.9768315344166374E-6	7703
10740	3.657138338670779E-6	4969
10741	1.9768315344166374E-6	1778
10742	1.9768315344166374E-6	694
10743	3.657138338670779E-6	7928
10744	1.9768315344166374E-6	989
10745	1.9768315344166374E-6	77
10746	5.0853991222868E-6	696
10747	1.9768315344166374E-6	446
10748	5.3374451429249214E-6	48639
10749	1.1050488277389005E-5	48643
1075	1.381972352775473E-4	141
10750	1.9768315344166374E-6	7693
10751	3.657138338670779E-6	446
10752	1.9768315344166374E-6	446
10753	1.247874906100502E-5	557
10754	1.9768315344166374E-6	768
10755	1.2199320663423558E-5
10756	1.9768315344166374E-6	447
10757	1.9768315344166374E-6	447
10758	1.9768315344166374E-6	447
10759	1.9768315344166374E-6	81
1076	1.9768315344166374E-6	154
10760	1.0378365555687345E-5	27
10761	5.3374451429249214E-6	447
10762	6.299420788360417E-6	8488
10763	9.874273514411102E-6	1031
10764	1.9768315344166374E-6	9738
10765	1.9768315344166374E-6	448
10766	1.9768315344166374E-6	448
10767	1.9768315344166374E-6	448
10768	8.446012730795083E-6	448
10769	1.9768315344166374E-6	448
1077	1.9733473688372278E-5	415
10770	1.9768315344166374E-6	5142
10771	1.9768315344166374E-6	48661
10772	1.3738979164195627E-5	10505
10773	1.9768315344166374E-6	448
10774	3.657138338670779E-6	1756
10775	1.2058672359941488E-5	1
10776	1.9768315344166374E-6	48673
10777	1.9768315344166374E-6	448
10778	1.2730795081643144E-5	28034
10779	9.155942355592458E-6	913
1078	3.657138338670779E-6	48
10780	3.657138338670779E-6	20540
10781	1.9768315344166374E-6	815
10782	1.9768315344166374E-6	449
10783	1.9768315344166374E-6	449
10784	1.9768315344166374E-6	4866
10785	1.9768315344166374E-6	554
10786	3.657138338670779E-6	449
10787	1.9768315344166374E-6	450
10788	1.9768315344166374E-6	1120
10789	1.9768315344166374E-6	27
1079	1.9768315344166374E-6	2446
10790	1.2199320663423558E-5	48682
10791	1.9768315344166374E-6	450
10792	1.9768315344166374E-6	2244
10793	1.9768315344166374E-6	450
10794	1.9768315344166374E-6	9397
10795	3.657138338670779E-6	450
10796	3.657138338670779E-6	2479
10797	9.622227493772982E-6	450
10798	1.9768315344166374E-6	450
10799	1.9768315344166374E-6	450
108	2.3018473490689127E-5	249
1080	1.9768315344166374E-6	17205
10800	1.9768315344166374E-6	46257
10801	1.1050488277389005E-5	1753
10802	3.657138338670779E-6	2041
10803	1.1554580318665248E-5	48692
10804	1.9768315344166374E-6	0
10805	1.9768315344166374E-6	450
10806	3.657138338670779E-6	2750
10807	5.0853991222868E-6	20347
10808	5.3374451429249214E-6	1654
10809	5.3374451429249214E-6	450
1081	1.9768315344166374E-6	8
10810	1.9768315344166374E-6	450
10811	1.9768315344166374E-6	451
10812	3.657138338670779E-6	46
10813	1.9768315344166374E-6	451
10814	3.657138338670779E-6	6730
10815	1.9768315344166374E-6	77
10816	1.9768315344166374E-6	451
10817	1.9768315344166374E-6	7041
10818	1.9768315344166374E-6	451
10819	1.9768315344166374E-6	25895
1082	1.9768315344166374E-6	22
10820	5.3374451429249214E-6	18993
10821	1.9768315344166374E-6	2656
10822	1.058420313920848E-5	8363
10823	1.9768315344166374E-6	8734
10824	6.7657059265409415E-6	451
10825	6.7657059265409415E-6	48719
10826	3.657138338670779E-6	7828
10827	3.657138338670779E-6	451
10828	5.0853991222868E-6	30246
10829	1.9768315344166374E-6	4797
1083	2.7762399675799627E-5	17213
10830	1.9768315344166374E-6	1432
10831	1.9768315344166374E-6	824
10832	5.3374451429249214E-6	143
10833	1.9768315344166374E-6	5138
10834	1.9768315344166374E-6	3272
10835	1.9768315344166374E-6	451
10836	1.9768315344166374E-6	451
10837	1.9768315344166374E-6	451
10838	1.1820408953934884E-4	705
10839	8.698058751433205E-6	4046
1084	1.9768315344166374E-6	3120
10840	1.9768315344166374E-6	32086
10841	5.3374451429249214E-6	4805
10842	1.9768315344166374E-6	7559
10843	1.9768315344166374E-6	3861
10844	3.657138338670779E-6	1177
10845	7.017751947179063E-6	16225
10846	1.56251235519709E-5	1254
10847	1.9768315344166374E-6	1476
10848	1.9768315344166374E-6	453
10849	1.9768315344166374E-6	18579
1085	1.9768315344166374E-6	563
10850	1.9768315344166374E-6	6299
10851	3.657138338670779E-6	637
10852	2.9356310694258896E-5	48748
10853	1.9768315344166374E-6	10856
10854	1.0378365555687345E-5	10369
10855	5.222913701419366E-5	3393
10856	1.0378365555687345E-5	1023
10857	1.9768315344166374E-6	11711
10858	3.657138338670779E-6	388
10859	1.9768315344166374E-6	2646
1086	3.657138338670779E-6	27
10860	5.3374451429249214E-6	12945
10861	1.9768315344166374E-6	5956
10862	1.9768315344166374E-6	453
10863	1.9768315344166374E-6	453
10864	1.9768315344166374E-6	453
10865	1.9768315344166374E-6	453
10866	1.9768315344166374E-6	48778
10867	1.9768315344166374E-6	3115
10868	1.9768315344166374E-6	737
10869	1.9768315344166374E-6	48784
1087	1.2199320663423558E-5
10870	1.9768315344166374E-6	453
10871	1.9768315344166374E-6	3431
10872	1.9768315344166374E-6	48787
10873	1.9768315344166374E-6	453
10874	5.3374451429249214E-6	9862
10875	1.9768315344166374E-6	454
10876	3.657138338670779E-6	454
10877	1.9768315344166374E-6	454
10878	1.9768315344166374E-6	454
10879	1.0126319535049225E-5	452
1088	3.657138338670779E-6	1904
10880	1.9768315344166374E-6	454
10881	8.698058751433205E-6	1309
10882	1.2199320663423558E-5
10883	3.657138338670779E-6	16374
10884	2.2593484059634412E-5
10885	1.2199320663423558E-5
10886	5.0853991222868E-6	48806
10887	2.2593484059634412E-5
10888	1.2199320663423558E-5
10889	1.9768315344166374E-6	457
1089	1.9768315344166374E-6	4266
10890	1.2199320663423558E-5
10891	2.3923437795987018E-5	48807
10892	1.9768315344166374E-6	447
10893	1.9768315344166374E-6	4876
10894	3.657138338670779E-6	768
10895	9.874273514411106E-6	3479
10896	2.2421809792430473E-5
10897	1.9768315344166374E-6	48816
10898	1.1806626339303368E-5	48817
10899	5.3374451429249214E-6	6586
109	1.7099592772703908E-5	5850
1090	3.657138338670779E-6	2338
10900	1.9768315344166374E-6	2045
10901	1.9768315344166374E-6	8132
10902	1.2199320663423558E-5
10903	3.657138338670779E-6	4577
10904	3.657138338670779E-6	1129
10905	5.0853991222868E-6	2605
10906	1.9768315344166374E-6	8132
10907	3.657138338670779E-6	16927
10908	5.3374451429249214E-6	5038
10909	5.308927717945122E-5
1091	3.657138338670779E-6	18
10910	5.0853991222868E-6	48830
10911	1.9768315344166374E-6	2206
10912	7.017751947179063E-6	23845
10913	3.657138338670779E-6	32485
10914	5.3374451429249214E-6	854
10915	5.3374451429249214E-6	10239
10916	6.7657059265409415E-6	118
10917	1.2199320663423558E-5
10918	1.9768315344166374E-6	8132
10919	1.9768315344166374E-6	10903
1092	1.9768315344166374E-6	663
10920	1.9768315344166374E-6	459
10921	1.9768315344166374E-6	8132
10922	1.9768315344166374E-6	8132
10923	1.9768315344166374E-6	459
10924	1.9768315344166374E-6	460
10925	1.9768315344166374E-6	460
10926	1.4411101885897286E-5	30195
10927	1.9768315344166374E-6	463
10928	1.9768315344166374E-6	23320
10929	1.9768315344166374E-6	463
1093	1.9768315344166374E-6	4170
10930	1.9768315344166374E-6	463
10931	1.3057691999443266E-5
10932	1.9768315344166374E-6	48853
10933	1.2542669197831443E-5
10934	3.657138338670779E-6	965
10935	1.9768315344166374E-6	3458
10936	1.9768315344166374E-6	2865
10937	2.7387271181749894E-5	18
10938	3.657138338670779E-6	1432
10939	1.516723994781165E-5	1247
1094	9.193749258688176E-6	43
10940	1.9768315344166374E-6	466
10941	1.9768315344166374E-6	7310
10942	1.2370994930627497E-5
10943	6.498655225644011E-5
10944	7.017751947179063E-6	546
10945	3.657138338670779E-6	6730
10946	1.9768315344166374E-6	468
10947	2.1474837065838378E-5	46697
10948	1.9768315344166374E-6	11763
10949	1.1050488277389005E-5	20756
10950	3.657138338670779E-6	138
10951	6.004235361562488E-5	2169
10952	1.9768315344166374E-6	802
10953	1.9768315344166374E-6	469
10954	1.9768315344166374E-6	469
10955	2.2593484059634412E-5
10956	7.017751947179063E-6	6698
10957	1.9768315344166374E-6	3918
10958	1.9768315344166374E-6	470
10959	1.9768315344166374E-6	470
10960	3.657138338670779E-6	1754
10961	1.9768315344166374E-6	473
10962	1.9768315344166374E-6	8951
10963	1.9768315344166374E-6	473
10964	4.786018179436999E-5	791
10965	1.9768315344166374E-6	1694
10966	1.9768315344166374E-6	473
10967	1.9768315344166374E-6	3706
10968	1.9768315344166374E-6	475
10969	1.9768315344166374E-6	50
1097	1.9768315344166374E-6	1024
10970	1.2982841102281264E-5	11549
10971	1.9768315344166374E-6	480
10972	3.657138338670779E-6	7687
10973	1.2199320663423558E-5
10974	3.657138338670779E-6	1392
10975	7.017751947179063E-6	2169
10976	3.657138338670779E-6	1747
10977	2.0918089985371448E-5	1406
10978	3.657138338670779E-6	1902
10979	2.3064681927806112E-5	4528
1098	8.446012730795083E-6	5124
10980	1.541928596844977E-5	21
10981	1.9768315344166374E-6	693
10982	7.017751947179063E-6	4984
10983	3.506242001863164E-5	16337
10984	1.2199320663423558E-5
10985	1.9768315344166374E-6	10986
10986	3.657138338670779E-6	2618
10987	1.9768315344166374E-6	483
10988	3.657138338670779E-6	484
10989	1.9768315344166374E-6	484
1099	1.9768315344166374E-6	1033
10990	1.9768315344166374E-6	4426
10991	3.657138338670779E-6	7622
10992	1.9768315344166374E-6	1749
10993	1.9768315344166374E-6	18396
10994	1.9768315344166374E-6	485
10995	1.9768315344166374E-6	485
10996	3.135778558636371E-5	22894
10997	1.9768315344166374E-6	2239
10998	1.9768315344166374E-6	38059
10999	5.3374451429249214E-6	485
11	1.2982841102281264E-5	418
110	9.97516759207093E-5	729
1100	1.9768315344166374E-6	17251
11000	5.3374451429249214E-6	11001
11001	8.193966710156963E-6	3738
11002	1.9199976278021587E-5	44
11003	1.2370994930627497E-5	48961
11004	1.2714343465035381E-5
11005	5.1102057708574484E-5
11006	3.657138338670779E-6	860
11007	1.9768315344166374E-6	735
11008	7.017751947179063E-6	1400
11009	1.2370994930627497E-5	28958
1101	1.9768315344166374E-6	127
11010	5.3374451429249214E-6	726
11011	1.2199320663423558E-5
11012	1.9768315344166374E-6	4161
11013	1.2199320663423558E-5
11014	2.2765158326838354E-5
11015	1.2199320663423558E-5
11016	1.2199320663423558E-5
11017	1.2199320663423558E-5
11018	1.9768315344166374E-6	9331
11019	1.9768315344166374E-6	490
1102	1.1554580318665248E-5	145
11020	1.2199320663423558E-5
11021	8.193966710156963E-6	9755
11022	1.541928596844977E-5	1753
11023	1.9768315344166374E-6	1129
11024	1.9768315344166374E-6	490
11025	1.2370994930627497E-5	48984
11026	1.9768315344166374E-6	13960
11027	1.9768315344166374E-6	3428
11028	1.2199320663423558E-5
11029	1.2199320663423558E-5
1103	1.9768315344166374E-6	3275
11030	2.2421809792430473E-5
11031	1.9768315344166374E-6	492
11032	1.2370994930627497E-5
11033	1.2199320663423558E-5
11034	1.9768315344166374E-6	48986
11035	2.2421809792430473E-5
11036	1.2199320663423558E-5
11037	1.2199320663423558E-5
11038	1.2199320663423558E-5
11039	1.2370994930627497E-5
1104	1.9768315344166374E-6	591
11040	1.2199320663423558E-5
11041	1.9768315344166374E-6	492
11042	1.2199320663423558E-5
11043	1.9768315344166374E-6	2224
11044	1.2199320663423558E-5
11045	3.657138338670779E-6	4039
11046	1.2199320663423558E-5
11047	1.2199320663423558E-5
11048	1.9768315344166374E-6	492
11049	1.2199320663423558E-5
1105	5.0853991222868E-6	22
11050	1.2199320663423558E-5
11051	1.2542669197831443E-5
11052	3.657138338670779E-6	2969
11053	2.2593484059634412E-5
11054	5.3374451429249214E-6	48997
11055	1.2370994930627497E-5
11056	1.2199320663423558E-5
11057	3.657138338670779E-6	492
11058	3.657138338670779E-6	688
11059	1.2370994930627497E-5
1106	8.582562183706953E-5	13941
11060	1.9768315344166374E-6	545
11061	1.9768315344166374E-6	49001
11062	1.2370994930627497E-5
11063	5.0616219887013516E-5	49009
11064	1.9768315344166374E-6	21677
11065	1.9768315344166374E-6	13650
11066	1.9768315344166374E-6	645
11067	1.9768315344166374E-6	3632
11068	1.9768315344166374E-6	492
11069	1.9768315344166374E-6	3502
1107	1.9768315344166374E-6	3641
11070	1.9768315344166374E-6	492
11071	1.9768315344166374E-6	492
11072	1.9768315344166374E-6	5639
11073	1.9768315344166374E-6	492
11074	3.657138338670779E-6	492
11075	5.3374451429249214E-6	49014
11076	1.2199320663423558E-5
11077	1.9768315344166374E-6	5177
11078	1.9768315344166374E-6	4757
11079	1.2199320663423558E-5
1108	0.0017056603116309547	988
11080	1.9768315344166374E-6	1712
11081	9.874273514411102E-6	1390
11082	1.9768315344166374E-6	494
11083	2.4353667132952744E-5	7716
11084	1.9768315344166374E-6	1111
11085	1.9768315344166374E-6	1905
11086	1.9768315344166374E-6	645
11087	1.9768315344166374E-6	497
11088	1.9768315344166374E-6	497
11089	5.3374451429249214E-6	18
1109	1.1806626339303368E-5	5141
11090	1.2199320663423558E-5
11091	1.2199320663423558E-5
11092	3.644254166582949E-4	20676
11093	3.22747732367259E-5	10324
11094	5.0853991222868E-6	135
11095	1.2199320663423558E-5
11096	1.2370994930627497E-5	49043
11097	1.2058672359941488E-5	9362
11098	5.3374451429249214E-6	2123
11099	3.657138338670779E-6	15409
111	4.2980518325228324E-5	350
1110	8.446012730795083E-6	73
11100	4.829265641522254E-5	49056
11101	1.7305430356225046E-5	13063
11102	1.9768315344166374E-6	20434
11103	3.657138338670779E-6	499
11104	1.9768315344166374E-6	25907
11105	3.657138338670779E-6	34281
11106	1.2199320663423558E-5
11107	3.221084719786061E-5	5636
11108	1.2542669197831443E-5	49065
11109	1.9768315344166374E-6	502
1111	5.205886847433953E-4	1
11110	1.9768315344166374E-6	503
11111	1.3486933143557507E-5	707
11112	1.2199320663423558E-5
11113	1.2199320663423558E-5
11114	8.698058751433205E-6	976
11115	1.2199320663423558E-5
11116	5.3374451429249214E-6	3403
11117	1.9768315344166374E-6	6856
11118	1.2199320663423558E-5
11119	1.9768315344166374E-6	1250
1112	8.446012730795083E-6	1200
11120	1.9768315344166374E-6	508
11121	5.3374451429249214E-6	18778
11122	1.9768315344166374E-6	508
11123	3.657138338670779E-6	5056
11124	1.9768315344166374E-6	36201
11125	1.9768315344166374E-6	508
11126	7.017751947179063E-6	71399
11127	1.9768315344166374E-6	508
11128	1.9768315344166374E-6	508
11129	1.9768315344166374E-6	508
1113	1.9768315344166374E-6	92
11130	3.657138338670779E-6	4211
11131	1.9768315344166374E-6	40
11132	1.9768315344166374E-6	508
11133	1.9768315344166374E-6	508
11134	1.9768315344166374E-6	2303
11135	1.9768315344166374E-6	510
11136	3.657138338670779E-6	1908
11137	3.657138338670779E-6	49084
11138	7.017751947179063E-6	510
11139	1.9768315344166374E-6	1885
1114	3.2661562172412704E-5	17304
11140	1.2199320663423558E-5
11141	1.9768315344166374E-6	511
11142	1.56251235519709E-5	1497
11143	5.168270135802244E-5	31763
11144	5.3374451429249214E-6	1463
11145	1.2199320663423558E-5
11146	1.2302316846558337E-5	49102
11147	9.622227493772982E-6	512
11148	1.9768315344166374E-6	513
11149	1.9768315344166374E-6	515
1115	1.9768315344166374E-6	7
11150	2.454413886777913E-5	515
11151	1.9768315344166374E-6	11156
11152	3.657138338670779E-6	11156
11153	3.657138338670779E-6	515
11154	1.9768315344166374E-6	11152
11155	2.9380915291243446E-5	11150
11156	3.124510278268978E-5	11155
11157	1.2714343465035381E-5	49109
11158	1.9768315344166374E-6	11228
11159	1.9768315344166374E-6	514
1116	1.9768315344166374E-6	17307
11160	1.9768315344166374E-6	516
11161	9.6600343968687E-6	49111
11162	7.017751947179063E-6	516
11163	1.4234669671450603E-5	516
11164	3.657138338670779E-6	32848
11165	1.9768315344166374E-6	18886
11166	6.7657059265409415E-6	25947
11167	1.9768315344166374E-6	49121
11168	1.9768315344166374E-6	28805
11169	1.4762496046336933E-5	6605
1117	1.9768315344166374E-6	4320
11170	1.9768315344166374E-6	11163
11171	3.657138338670779E-6	1246
11172	1.9768315344166374E-6	11169
11173	1.9768315344166374E-6	516
11174	1.9768315344166374E-6	516
11175	3.657138338670779E-6	18
11176	1.9768315344166374E-6	516
11177	3.657138338670779E-6	13960
11178	7.017751947179063E-6	3280
11179	1.9768315344166374E-6	35
1118	1.0160612979173156E-4	2318
11180	3.657138338670779E-6	46
11181	1.9768315344166374E-6	11845
11182	1.9768315344166374E-6	19633
11183	1.0126319535049225E-5	5382
11184	2.641689400229313E-5	4984
11185	5.3374451429249214E-6	10674
11186	1.2199320663423558E-5
11187	1.9768315344166374E-6	1623
11188	4.44045783418337E-5	3502
11189	1.9768315344166374E-6	737
1119	1.0378365555687345E-5	1165
11190	3.846049302178468E-5	1655
11191	1.0691952813031277E-5	1409
11192	7.017751947179063E-6	6698
11193	3.657138338670779E-6	2647
11194	2.4481900998877762E-5	14549
11195	6.816724974127009E-5	12650
11196	1.162179259083541E-5	1817
11197	3.657138338670779E-6	519
11198	2.046020638121219E-5	1020
11199	1.9768315344166374E-6	5038
112	2.493162160675978E-4	2641
1120	8.698058751433205E-6	879
11200	1.9768315344166374E-6	10503
11201	4.69002645247697E-5	8592
11202	7.017751947179063E-6	20068
11203	7.017751947179063E-6	4423
11204	1.9768315344166374E-6	519
11205	5.3374451429249214E-6	12727
11206	1.9768315344166374E-6	16199
11207	5.3374451429249214E-6	519
11208	1.4930580169398168E-4
11209	1.9768315344166374E-6	521
1121	1.9768315344166374E-6	2316
11210	3.657138338670779E-6	4414
11211	3.657138338670779E-6	49241
11212	1.9768315344166374E-6	1268
11213	7.017751947179063E-6	1806
11214	1.9768315344166374E-6	7329
11215	1.9768315344166374E-6	7329
11216	1.9768315344166374E-6	11958
11217	3.657138338670779E-6	3599
11218	1.9768315344166374E-6	11557
11219	2.1950227392097575E-5	11494
1122	5.3374451429249214E-6	796
11220	5.0853991222868E-6	1581
11221	1.9768315344166374E-6	525
11222	1.9768315344166374E-6	143
11223	1.2714343465035381E-5
11224	9.538715433506105E-5	49252
11225	5.210838596647294E-5	717
11226	1.3234887122919387E-5	1360
11227	1.2058672359941488E-5	49287
11228	4.832883721533626E-5	9166
11229	3.657138338670779E-6	4078
1123	3.657138338670779E-6	77
11230	1.08362491598466E-5	18
11231	3.759933578460444E-5	136
11232	1.9768315344166374E-6	4061
11233	1.9768315344166374E-6	28261
11234	1.1806626339303368E-5	5050
11235	1.541928596844977E-5	16571
11236	1.9768315344166374E-6	9294
11237	1.9768315344166374E-6	15653
11238	3.609697347092081E-5	3718
11239	1.541928596844977E-5	1719
1124	8.941703238050056E-6	8
11240	1.1947624246950737E-4	1434
11241	1.1868167576009173E-5	4415
11242	2.649855180404613E-5	49371
11243	6.68059553047912E-5	49372
11244	1.2199320663423558E-5
11245	1.9768315344166374E-6	7394
11246	2.793169058632824E-5	22003
11247	1.9768315344166374E-6	21310
11248	3.657138338670779E-6	9628
11249	3.657138338670779E-6	77
1125	1.9768315344166374E-6	716
11250	1.9768315344166374E-6	526
11251	1.9768315344166374E-6	527
11252	5.3374451429249214E-6	11549
11253	1.9387131302049758E-5	43612
11254	3.657138338670779E-6	528
11255	1.2199320663423558E-5
11256	9.155942355592458E-6	49392
11257	4.6296617512478884E-4	1620
11258	2.4209811014905313E-5	529
11259	2.6156446447633736E-5	11258
1126	1.1340341201122843E-5	2318
11260	1.9768315344166374E-6	2161
11261	3.657138338670779E-6	1164
11262	5.0853991222868E-6	2060
11263	1.9768315344166374E-6	529
